Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,628.0,13.0,43.0,3524.0,0.1,29.105000000000015,0.0,0.0,646.9315190315247,,,,,,,,,,,,,,,,,,,,,10.902355299936197,9.86097781679334,28.693557142831267,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,653.0,14.0,25.0,3549.0,0.1,9.506999999999994,0.0,0.0,650.2988753318787,,,,,,,,,,,,,,,,,,,,,2.6553080412948997,3.210814973214026,9.45952689322719,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,695.0,15.0,42.0,3591.0,0.1,25.106000000000016,0.0,0.0,654.8953051567078,,,,,,,,,,,,,,,,,,,,,8.666909754359207,8.433388595589607,24.79154809495874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,734.0,16.0,39.0,3630.0,0.1,21.30600000000002,0.0,0.0,659.0857000350952,,,,,,,,,,,,,,,,,,,,,6.889865244216741,7.189729310264957,21.079433042126762,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,765.0,17.0,31.0,3661.0,0.1,13.207999999999993,0.0,0.0,662.4353885650635,,,,,,,,,,,,,,,,,,,,,3.665643360423416,4.45444062676144,13.120593121476709,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,848.0,18.0,83.0,3744.0,0.1,68.107,0.0,0.0,670.8665742874146,,,,,,,,,,,,,,,,,,,,,28.56412462586098,21.667822274629156,65.86784748317238,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,922.0,19.0,74.0,3818.0,0.1,51.105999999999995,0.0,0.0,678.4695906639099,,,,,,,,,,,,,,,,,,,,,21.63434698752934,16.001917598377055,49.60421715301167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,986.0,20.0,64.0,3882.0,0.1,27.61300000000004,0.0,0.0,684.9654912948608,,,,,,,,,,,,,,,,,,,,,8.07588330642551,8.834236308949777,27.15041715227617,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,48.0,1.0,48.0,3930.0,0.1,33.105,0.0,0.0,790.004182100296,,,,,,,,,,,,,,,,,,,,,12.614814720427228,11.0500195617236,32.56458549983366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,73.0,2.0,25.0,3955.0,0.1,11.604999999999995,0.0,0.0,793.106972694397,,,,,,,,,,,,,,,,,,,,,3.5687017984115794,4.027404760363544,11.538848613417935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,109.0,3.0,36.0,3991.0,0.1,12.509999999999991,0.0,0.0,797.2662899494171,,,,,,,,,,,,,,,,,,,,,3.074680680617011,3.981254029718693,12.424147366082588,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,210.0,4.0,101.0,4092.0,0.1,46.80600000000004,0.0,0.0,807.0961673259735,,,,,,,,,,,,,,,,,,,,,16.43875159163022,14.019329744624532,45.236113079290874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,384.0,5.0,174.0,4266.0,0.1,133.606,0.0,0.0,823.2574326992035,,,,,,,,,,,,,,,,,,,,,57.590429245625,37.61268301898797,123.8328070926395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,594.0,6.0,210.0,4476.0,0.1,120.10499999999985,0.0,0.0,842.8559157848358,,,,,,,,,,,,,,,,,,,,,48.68516437643588,32.81848746003814,110.10120779533132,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,657.0,7.0,63.0,4539.0,0.1,23.311000000000053,0.0,0.0,849.1891751289368,,,,,,,,,,,,,,,,,,,,,5.533713511835519,7.018760492594722,23.00836977994447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,779.0,8.0,122.0,4661.0,0.1,88.005,0.0,0.0,860.7441277503967,,,,,,,,,,,,,,,,,,,,,37.538249565754626,25.71440795489816,83.59243483020347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,891.0,9.0,112.0,4773.0,0.1,74.60499999999999,0.0,0.0,871.2703955173492,,,,,,,,,,,,,,,,,,,,,33.00576742537474,22.299137918826926,71.05038376550527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,992.0,10.0,101.0,4874.0,0.1,63.504999999999995,0.0,0.0,880.8860812187195,,,,,,,,,,,,,,,,,,,,,27.130428037417296,18.12613322737248,60.88653895960109,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1075.0,11.0,83.0,4957.0,0.1,55.606,0.0,0.0,889.2445771694183,,,,,,,,,,,,,,,,,,,,,21.492238233070296,16.716896192989086,53.929950197099174,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1136.0,12.0,61.0,5018.0,0.1,31.505000000000035,0.0,0.0,895.3570206165314,,,,,,,,,,,,,,,,,,,,,11.191790888308935,9.12323872639735,30.88403794767055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1178.0,13.0,42.0,5060.0,0.1,26.30600000000002,0.0,0.0,899.9291007518768,,,,,,,,,,,,,,,,,,,,,9.219460530856521,8.999887229458842,25.97069808317229,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1209.0,14.0,31.0,5091.0,0.1,15.105999999999995,0.0,0.0,903.3476185798645,,,,,,,,,,,,,,,,,,,,,4.703659290040802,5.1161336370202966,14.99015187560808,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1235.0,15.0,26.0,5117.0,0.1,12.505999999999995,0.0,0.0,906.7376525402069,,,,,,,,,,,,,,,,,,,,,3.872076397532116,4.3629524568197775,12.430173931352941,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1278.0,16.0,43.0,5160.0,0.1,25.20800000000002,0.0,0.0,911.3663339614868,,,,,,,,,,,,,,,,,,,,,8.361464419519153,8.597426577739562,24.898228588909905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1350.0,17.0,72.0,5232.0,0.1,40.507999999999996,0.0,0.0,918.4533114433289,,,,,,,,,,,,,,,,,,,,,14.501098147816387,12.687631677069897,39.54296732503995,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1629.0,18.0,279.0,5511.0,0.1,189.6049999999997,0.0,0.0,943.911141872406,,,,,,,,,,,,,,,,,,,,,85.4708329059688,45.70848742821383,166.0906528342504,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1703.0,19.0,74.0,5585.0,0.1,59.605999999999995,0.0,0.0,951.3231611251831,,,,,,,,,,,,,,,,,,,,,24.78218669897298,19.15737049379924,57.88783596837677,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1943.0,20.0,240.0,5825.0,0.1,159.51299999999992,0.0,0.0,973.4227058887482,,,,,,,,,,,,,,,,,,,,,68.08918151085712,39.8098403865406,143.45836971846148,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,56.0,1.0,56.0,5881.0,0.1,39.705999999999996,0.0,0.0,1162.0740869045258,,,,,,,,,,,,,,,,,,,,,15.093390926459554,13.229093883270963,38.93860838628244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,314.0,2.0,258.0,6139.0,0.1,177.40899999999985,0.0,0.0,1185.548522233963,,,,,,,,,,,,,,,,,,,,,70.14974598200968,48.627152141746905,159.62946483685042,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,342.0,3.0,28.0,6167.0,0.1,13.505999999999995,0.0,0.0,1188.531013250351,,,,,,,,,,,,,,,,,,,,,4.215713630039696,4.63286304480233,13.414776155894526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,384.0,4.0,42.0,6209.0,0.1,29.005000000000013,0.0,0.0,1193.1944255828857,,,,,,,,,,,,,,,,,,,,,11.07299851840416,9.821917149560985,28.59709966445628,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,433.0,5.0,49.0,6258.0,0.1,20.509000000000032,0.0,0.0,1198.3826150894165,,,,,,,,,,,,,,,,,,,,,5.490349015905782,6.490260002784053,20.280513644996965,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,500.0,6.0,67.0,6325.0,0.1,39.906000000000006,0.0,0.0,1204.9336636066437,,,,,,,,,,,,,,,,,,,,,14.400162901749072,12.189226657996663,39.01918844328093,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,808.0,7.0,308.0,6633.0,0.1,242.50599999999994,0.0,0.0,1233.0213024616241,,,,,,,,,,,,,,,,,,,,,104.31571759886533,65.01432117385698,210.79814447034576,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,931.0,8.0,123.0,6756.0,0.1,89.20599999999999,0.0,0.0,1244.6195375919342,,,,,,,,,,,,,,,,,,,,,39.37625383846189,26.564048750122563,84.53169964546046,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1082.0,9.0,151.0,6907.0,0.1,68.20600000000002,0.0,0.0,1258.8103449344635,,,,,,,,,,,,,,,,,,,,,26.45727781129468,17.820771405082596,64.33956584261391,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1389.0,10.0,307.0,7214.0,0.1,224.20000000000002,0.0,0.0,1286.5830974578857,,,,,,,,,,,,,,,,,,,,,108.76754705780803,56.249576486162056,191.1905529686373,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1471.0,11.0,82.0,7296.0,0.1,53.706999999999994,0.0,0.0,1294.479651927948,,,,,,,,,,,,,,,,,,,,,22.153310766645998,16.684872917577835,51.994365253276335,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1537.0,12.0,66.0,7362.0,0.1,35.00400000000002,0.0,0.0,1300.876676082611,,,,,,,,,,,,,,,,,,,,,13.077846619134046,9.843235102249519,34.20924640670416,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1587.0,13.0,50.0,7412.0,0.1,33.405,0.0,0.0,1306.6258752346039,,,,,,,,,,,,,,,,,,,,,12.201774948633185,11.237953088427695,32.86059959115105,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1628.0,14.0,41.0,7453.0,0.1,19.40600000000002,0.0,0.0,1310.9549634456635,,,,,,,,,,,,,,,,,,,,,6.0018061677048875,6.259141853833251,19.198303355531806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1662.0,15.0,34.0,7487.0,0.1,18.106000000000016,0.0,0.0,1314.7474949359894,,,,,,,,,,,,,,,,,,,,,5.871739325787989,6.15203251631637,17.94222737544673,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1755.0,16.0,93.0,7580.0,0.1,55.806000000000004,0.0,0.0,1323.9033319950104,,,,,,,,,,,,,,,,,,,,,22.847856509848963,15.861598362639361,53.78867290171459,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1914.0,17.0,159.0,7739.0,0.1,111.80699999999999,0.0,0.0,1338.5802619457245,,,,,,,,,,,,,,,,,,,,,48.4383647929688,33.079944353193234,104.31382333075614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2203.0,18.0,289.0,8028.0,0.1,190.50599999999977,0.0,0.0,1365.0471150875092,,,,,,,,,,,,,,,,,,,,,74.36220974168808,52.36231277772424,169.35385975029317,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2313.0,19.0,110.0,8138.0,0.1,56.90700000000001,0.0,0.0,1375.6860358715057,,,,,,,,,,,,,,,,,,,,,22.90515581640723,15.858386138004452,54.496371106036186,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2412.0,20.0,99.0,8237.0,0.1,52.10500000000003,0.0,0.0,1385.3918142318726,,,,,,,,,,,,,,,,,,,,,20.259049023714944,14.640978587422975,50.19970335365618,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,299.0,1.0,299.0,8536.0,0.1,214.09999999999997,0.0,0.0,1629.6473062038422,,,,,,,,,,,,,,,,,,,,,98.25126875207971,54.43483619741483,185.09287129284257,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,373.0,2.0,74.0,8610.0,0.1,32.205000000000034,0.0,0.0,1636.8762276172638,,,,,,,,,,,,,,,,,,,,,12.213518197450238,8.438582679990033,31.36389608165592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,452.0,3.0,79.0,8689.0,0.1,52.408,0.0,0.0,1644.5093686580658,,,,,,,,,,,,,,,,,,,,,18.402448726314386,17.197708224588382,51.05626803041398,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,550.0,4.0,98.0,8787.0,0.1,51.906000000000006,0.0,0.0,1654.1568701267242,,,,,,,,,,,,,,,,,,,,,20.080272250135593,14.355238341867615,50.03815960052819,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,610.0,5.0,60.0,8847.0,0.1,40.705999999999996,0.0,0.0,1660.343032836914,,,,,,,,,,,,,,,,,,,,,15.468563876750911,13.150986535537688,39.85756143269891,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
